Calculate the projection param...
127 0.826364 <1.798599,9.704334,0.900998,-0.555686,-0.013735,0.932956,0.370728>        
132 0.825373 <1.798599,9.704334,0.893527,-0.555686,-0.013735,0.961673,0.375390>        
134 0.817146 <1.798599,9.704334,0.893527,-0.555686,-0.013735,0.972790,0.384874>        
136 0.801042 <1.798599,9.704334,0.900998,-0.555686,-0.013735,0.996020,0.382352>        
165 0.800980 <1.798599,9.704334,0.898196,-0.555686,-0.013735,0.966476,0.382352>        
190 0.796760 <1.798599,9.704334,0.898196,-0.555686,-0.013735,0.976045,0.382352>        
193 0.796445 <1.798599,9.704334,0.898196,-0.555686,-0.013735,0.979631,0.382352>        
203 0.788313 <1.798599,9.704334,0.896500,-0.555686,-0.012961,0.966476,0.375390>        
283 0.785159 <1.808462,9.704334,0.898196,-0.555686,-0.012961,0.989036,0.382352>        
335 0.779310 <1.822468,9.704334,0.896500,-0.555686,-0.012961,0.983679,0.383885>        
472 0.777392 <1.842436,9.704334,0.898196,-0.555686,-0.012961,0.980653,0.379527>        
486 0.776761 <1.842436,9.704334,0.898196,-0.555686,-0.012961,0.975356,0.379527>        
530 0.771984 <1.822468,9.704334,0.898196,-0.555016,-0.012961,0.983680,0.376595>        
609 0.768111 <1.842436,9.704334,0.898196,-0.555016,-0.012961,0.994981,0.379411>        
676 0.764870 <1.858822,9.705867,0.898196,-0.555016,-0.012405,0.991583,0.378535>        
771 0.761740 <1.861777,9.704334,0.898196,-0.555016,-0.012405,0.986925,0.378535>        
1869 0.761619 <1.852977,9.704334,0.897124,-0.555016,-0.012881,0.998773,0.384018>        
1937 0.761457 <1.852977,9.704334,0.897124,-0.555016,-0.012822,0.995220,0.382410>        
3008 0.761410 <1.855477,9.704334,0.897124,-0.555016,-0.012822,0.996404,0.382410>        
3032 0.761331 <1.854325,9.704334,0.897124,-0.555016,-0.012822,0.994939,0.382410>        
3139 0.761267 <1.855477,9.704334,0.897124,-0.555016,-0.012822,0.995379,0.382410>        
3219 0.761092 <1.858456,9.704334,0.897124,-0.555016,-0.012822,0.994420,0.382710>        
5584 0.760518 <1.853473,9.704334,0.896903,-0.555016,-0.012443,0.976256,0.374812>        
5738 0.760222 <1.863895,9.704334,0.897148,-0.555016,-0.012443,0.972402,0.373305>        
5775 0.760165 <1.863895,9.704334,0.897148,-0.555016,-0.012443,0.971896,0.373305>        
5914 0.760052 <1.859275,9.704334,0.896903,-0.555016,-0.012443,0.972358,0.373305>        
5936 0.759459 <1.859275,9.704334,0.897148,-0.555016,-0.012443,0.972358,0.373538>        
6044 0.758480 <1.863895,9.704334,0.897148,-0.555016,-0.012443,0.975552,0.374812>        
6300 0.755826 <1.863895,9.698005,0.897148,-0.553689,-0.012443,0.983727,0.370896>        
6301 0.755206 <1.863895,9.698005,0.897148,-0.553689,-0.012443,0.976672,0.370896>        
6365 0.754640 <1.863895,9.698005,0.897148,-0.553689,-0.012443,0.979789,0.370896>        
6384 0.751741 <1.854380,9.698005,0.897148,-0.553689,-0.012443,0.980296,0.370896>        
6408 0.751384 <1.854380,9.698005,0.897148,-0.553689,-0.012443,0.985569,0.370896>        
6432 0.750946 <1.854380,9.698005,0.897148,-0.553689,-0.012443,0.983030,0.370896>        
6479 0.750845 <1.854380,9.698005,0.897148,-0.553689,-0.012443,0.983663,0.370896>        
6639 0.750801 <1.854380,9.698005,0.897148,-0.553689,-0.012443,0.984340,0.370896>        
6722 0.750624 <1.852109,9.698005,0.897148,-0.553689,-0.012443,0.985659,0.370896>        
6732 0.748414 <1.854380,9.698005,0.897148,-0.553689,-0.012301,0.981143,0.370896>        
6964 0.733315 <1.604865,9.468853,0.874124,-0.522110,-0.012301,0.849548,0.292922>        
6973 0.723097 <1.604865,9.468853,0.874124,-0.522110,-0.012301,0.904087,0.292922>        
6976 0.717643 <1.604865,9.468853,0.874124,-0.522110,-0.012301,0.885129,0.292922>        
6977 0.678231 <1.830842,9.468853,0.874124,-0.522110,-0.012301,0.992357,0.292922>        
6979 0.645174 <1.845493,9.468853,0.874124,-0.522110,-0.011585,0.951015,0.292922>        
6981 0.623414 <1.845493,9.468853,0.874124,-0.522110,-0.011585,0.988137,0.307348>        
6989 0.606489 <1.845493,9.468853,0.874124,-0.522110,-0.009343,0.976972,0.292922>        
6992 0.573136 <1.845493,9.468853,0.878205,-0.522110,-0.009343,0.976972,0.292922>        
6996 0.562781 <1.756502,9.480502,0.878205,-0.522110,-0.011585,0.897531,0.292922>        
6997 0.548597 <1.868441,9.468853,0.878205,-0.522110,-0.009343,0.958524,0.308221>        
7000 0.535904 <1.863284,9.468853,0.878205,-0.522110,-0.009343,0.999167,0.307348>        
7005 0.484391 <1.803750,9.480502,0.878205,-0.522110,-0.009343,0.934132,0.286860>        
7009 0.479648 <1.845493,9.480502,0.878205,-0.522110,-0.009343,0.926053,0.286860>        
7017 0.479380 <1.845493,9.480502,0.878205,-0.522110,-0.009343,0.941416,0.292922>        
7024 0.479091 <1.845493,9.480502,0.878205,-0.522110,-0.009343,0.928669,0.286860>        
7025 0.479041 <1.845493,9.480502,0.878205,-0.522110,-0.009343,0.929892,0.286860>        
7029 0.470040 <1.845493,9.480502,0.883063,-0.522110,-0.009343,0.941416,0.286860>        
7036 0.470006 <1.845493,9.480502,0.883063,-0.522110,-0.009343,0.941544,0.286860>        
7039 0.468993 <1.845493,9.480502,0.883063,-0.522110,-0.009343,0.951939,0.286860>        
7078 0.468519 <1.845493,9.480502,0.883063,-0.522110,-0.009343,0.949503,0.286860>        
7087 0.465340 <1.815910,9.480502,0.878205,-0.520985,-0.009343,0.947275,0.292922>        
7088 0.464036 <1.845493,9.480502,0.883063,-0.522110,-0.009343,0.961116,0.292922>        
7090 0.428546 <1.845493,9.480502,0.878205,-0.520985,-0.009343,0.975190,0.292922>        
7094 0.428065 <1.845493,9.480502,0.878205,-0.520985,-0.009343,0.974174,0.292922>        
7105 0.427158 <1.845493,9.480502,0.878205,-0.520985,-0.009343,0.968970,0.292922>        
7119 0.426529 <1.845493,9.480502,0.882002,-0.520985,-0.008996,0.981983,0.292922>        
7180 0.421753 <1.864618,9.480502,0.879449,-0.520985,-0.008996,0.986018,0.292922>        
7191 0.408823 <1.845493,9.480502,0.878205,-0.520039,-0.008996,0.987083,0.292922>        
7238 0.405155 <1.845493,9.480502,0.878205,-0.520039,-0.008996,0.990298,0.292922>        
7268 0.397050 <1.867881,9.480502,0.878205,-0.520039,-0.008996,0.995032,0.292922>        
7287 0.396165 <1.870228,9.480502,0.878205,-0.520039,-0.008996,0.997345,0.292922>        
7353 0.393942 <1.870203,9.480502,0.878518,-0.520039,-0.008996,0.997345,0.292922>        
7593 0.385916 <1.742746,9.247975,0.853516,-0.483770,-0.006601,0.924585,0.225294>        
7593 0.252737 <1.742746,9.247975,0.863773,-0.483770,-0.006601,0.819962,0.160186>        
7594 0.242252 <1.749680,9.247975,0.863773,-0.483770,-0.006601,0.795111,0.160186>        
7601 0.223605 <1.788156,9.247975,0.863773,-0.483770,-0.006601,0.779292,0.160186>        
7605 0.208565 <1.749680,9.247975,0.863773,-0.483770,-0.006601,0.991782,0.193765>        
7609 0.191380 <1.749680,9.247975,0.863773,-0.483770,-0.006601,0.927743,0.193765>        
7616 0.180644 <1.867631,9.247975,0.863773,-0.483770,-0.006601,0.976146,0.193765>        
7619 0.162925 <1.837127,9.247975,0.863773,-0.483770,-0.006601,0.932056,0.193765>        
7630 0.155392 <1.805698,9.247975,0.863773,-0.483770,-0.006601,0.926119,0.193765>        
7646 0.143107 <1.843883,9.247975,0.863773,-0.483770,-0.006040,0.925285,0.193765>        
7650 0.142725 <1.805698,9.247975,0.863773,-0.483770,-0.006601,0.958140,0.202052>        
7653 0.137418 <1.837127,9.247975,0.863773,-0.483770,-0.006040,0.931989,0.193765>        
7655 0.134441 <1.805698,9.247975,0.863773,-0.483770,-0.006040,0.932920,0.193765>        
7660 0.129671 <1.805698,9.247975,0.863773,-0.483770,-0.005807,0.936609,0.193765>        
7669 0.129342 <1.805698,9.247975,0.863773,-0.483770,-0.005807,0.938890,0.193765>        
7682 0.123138 <1.823018,9.247975,0.863773,-0.483770,-0.005807,0.936609,0.193765>        
7708 0.122906 <1.821564,9.247975,0.863773,-0.483770,-0.005807,0.936068,0.193765>        
7726 0.119671 <1.821564,9.247975,0.863773,-0.483770,-0.005807,0.974843,0.201031>        
7738 0.119628 <1.821564,9.247975,0.863773,-0.483770,-0.005807,0.974893,0.201031>        
7808 0.119564 <1.821564,9.247975,0.863773,-0.483770,-0.005807,0.983773,0.201031>        
7814 0.118297 <1.821564,9.247975,0.863773,-0.483770,-0.005807,0.976979,0.201031>        
7836 0.118119 <1.821564,9.247975,0.863773,-0.483770,-0.005807,0.977721,0.201031>        
7844 0.118095 <1.821564,9.247975,0.863773,-0.483770,-0.005807,0.978014,0.201031>        
8009 0.116998 <1.826813,9.247975,0.863773,-0.483770,-0.005807,0.977406,0.201031>        
8317 0.114815 <1.826813,9.252849,0.869124,-0.484389,-0.005207,0.900069,0.183602>        
8340 0.112346 <1.826813,9.252849,0.869124,-0.484389,-0.005207,0.905897,0.183602>        
8344 0.108229 <1.826813,9.252849,0.869124,-0.484389,-0.005021,0.937158,0.188687>        
8347 0.108069 <1.826813,9.252849,0.869124,-0.484389,-0.005021,0.942799,0.188687>        
8365 0.105754 <1.866596,9.252849,0.869124,-0.484389,-0.005207,0.934708,0.188687>        
8366 0.103390 <1.855488,9.252849,0.869124,-0.484389,-0.005207,0.934708,0.186506>        
8394 0.103214 <1.866596,9.252849,0.869124,-0.484389,-0.005207,0.944756,0.188687>        
8404 0.101648 <1.843354,9.252849,0.869124,-0.484389,-0.005021,0.942799,0.188687>        
8415 0.099872 <1.866596,9.252849,0.869124,-0.484389,-0.005021,0.950320,0.188687>        
8429 0.096466 <1.866596,9.252849,0.869124,-0.484389,-0.005021,0.946423,0.188687>        
8518 0.095920 <1.860223,9.252849,0.869124,-0.485118,-0.005207,0.922680,0.188687>        
8520 0.095780 <1.855488,9.252849,0.869124,-0.485118,-0.005021,0.913259,0.188687>        
8535 0.093346 <1.860223,9.252849,0.869124,-0.485118,-0.005021,0.923712,0.188687>        
8546 0.091151 <1.866596,9.252849,0.868192,-0.485118,-0.005021,0.913543,0.188687>        
8580 0.090631 <1.866596,9.252849,0.868192,-0.485118,-0.005021,0.918017,0.188687>        
8598 0.089044 <1.876796,9.252849,0.868192,-0.485118,-0.005021,0.918588,0.188687>        
8708 0.089026 <1.876796,9.252849,0.868192,-0.485118,-0.005021,0.918247,0.188687>        
8735 0.089008 <1.880986,9.252849,0.868192,-0.485118,-0.005021,0.918247,0.188687>        
8807 0.088855 <1.876796,9.252849,0.867903,-0.485118,-0.005021,0.916366,0.188687>        
9633 0.088192 <1.858108,9.259050,0.865641,-0.485118,-0.004335,0.836980,0.169592>        
9767 0.088170 <1.858108,9.259050,0.865641,-0.485118,-0.004335,0.838013,0.169592>        
10068 0.085278 <1.876492,9.259050,0.867984,-0.485118,-0.004335,0.837796,0.169592>        
10112 0.085231 <1.876492,9.259050,0.867984,-0.485118,-0.004335,0.839495,0.169592>        
10159 0.085203 <1.876492,9.259050,0.867984,-0.485118,-0.004335,0.838384,0.169592>        
10270 0.085010 <1.882412,9.259050,0.867984,-0.485118,-0.004335,0.836143,0.169592>        
10344 0.084499 <1.880258,9.259050,0.868126,-0.485118,-0.004335,0.839273,0.169592>        
10420 0.083810 <1.889023,9.259050,0.867984,-0.485118,-0.004335,0.838368,0.169592>        
10576 0.083740 <1.889023,9.259050,0.867984,-0.485118,-0.004335,0.838497,0.169592>        
10652 0.082626 <1.889975,9.259050,0.867619,-0.485118,-0.004335,0.838796,0.169592>        
10992 0.082531 <1.890542,9.259050,0.867619,-0.485118,-0.004335,0.838599,0.169592>        
11199 0.082476 <1.889269,9.257573,0.867619,-0.485118,-0.004335,0.835168,0.169592>        
11337 0.082225 <1.890542,9.257573,0.867619,-0.485118,-0.004335,0.834377,0.169592>        
11841 0.082211 <1.890542,9.257573,0.867619,-0.485118,-0.004335,0.834481,0.169592>        
13833 0.082127 <1.891069,9.257573,0.867619,-0.485118,-0.004335,0.834617,0.169592>        
13901 0.082111 <1.891285,9.257573,0.867619,-0.485118,-0.004335,0.834473,0.169592>        
15854 0.080799 <1.871268,9.259705,0.867619,-0.485977,-0.003329,0.596470,0.123640>        
15868 0.080395 <1.871268,9.259705,0.867619,-0.485977,-0.003329,0.595074,0.123640>        
15934 0.080019 <1.868054,9.259705,0.867619,-0.485977,-0.003329,0.600926,0.124719>        
16006 0.079584 <1.866873,9.262086,0.867619,-0.485977,-0.003329,0.613365,0.125685>        
16007 0.078174 <1.866873,9.262086,0.867619,-0.485977,-0.003329,0.608950,0.125685>        
16157 0.078137 <1.866873,9.262086,0.867619,-0.485977,-0.003329,0.609429,0.125685>        
16199 0.077435 <1.884891,9.262086,0.867619,-0.485977,-0.003329,0.607906,0.125685>        
16368 0.076744 <1.866873,9.262086,0.867619,-0.486248,-0.003329,0.608590,0.126318>        
19555 0.076015 <1.866873,9.270131,0.867619,-0.486621,-0.003681,0.650776,0.135027>        
19628 0.075144 <1.866873,9.270131,0.868371,-0.486621,-0.003681,0.656573,0.135027>        
19667 0.074853 <1.866873,9.270131,0.867619,-0.486621,-0.003681,0.652812,0.135027>        
19853 0.074823 <1.862213,9.270131,0.867619,-0.486621,-0.003681,0.652812,0.135027>        
20016 0.074455 <1.866505,9.270131,0.867619,-0.486621,-0.003681,0.657388,0.135027>        
20025 0.074441 <1.852360,9.270131,0.867619,-0.486621,-0.003663,0.658074,0.135027>        
20028 0.074247 <1.858294,9.270131,0.867619,-0.486621,-0.003681,0.656573,0.135027>        
20145 0.074174 <1.862213,9.270131,0.867619,-0.486621,-0.003681,0.655875,0.135027>        
20222 0.074122 <1.866873,9.270131,0.867619,-0.486621,-0.003663,0.653615,0.135027>        
20224 0.073740 <1.862213,9.270131,0.867619,-0.486621,-0.003663,0.656777,0.135027>        
20843 0.073652 <1.863487,9.270131,0.867619,-0.486621,-0.003663,0.696496,0.142367>        
20850 0.073040 <1.885242,9.270131,0.867619,-0.486621,-0.003663,0.705533,0.144070>        
20882 0.071942 <1.885251,9.270131,0.867619,-0.486621,-0.003663,0.704465,0.144070>        
20919 0.071616 <1.877333,9.270131,0.867619,-0.486621,-0.003663,0.697994,0.143376>        
21001 0.070951 <1.885242,9.270131,0.867619,-0.486621,-0.003663,0.691375,0.142367>        
21098 0.067199 <1.885242,9.270131,0.867619,-0.486957,-0.003663,0.686935,0.142367>        
22569 0.066845 <1.885242,9.270131,0.867619,-0.486957,-0.003663,0.678009,0.140770>        
35418 0.066832 <1.885242,9.270131,0.867619,-0.486957,-0.003663,0.677733,0.140770>        
41855 0.066767 <1.886585,9.270131,0.867619,-0.486957,-0.003663,0.677779,0.140770>        
47437 0.066275 <1.884238,9.270131,0.867619,-0.487098,-0.003663,0.675555,0.140770>        
57409 0.066175 <1.884238,9.270131,0.867619,-0.487098,-0.003663,0.674929,0.140770>        
62201 0.066165 <1.884238,9.270131,0.867619,-0.487098,-0.003663,0.675116,0.140770>        
62243 0.066075 <1.886009,9.270131,0.867619,-0.487098,-0.003663,0.675116,0.140770>        
63240 0.065382 <1.824088,9.285234,0.867619,-0.488669,-0.003663,0.655494,0.137805>        
63241 0.063900 <1.836902,9.285234,0.867619,-0.488669,-0.003663,0.655494,0.137805>        
63260 0.063842 <1.876269,9.285234,0.867619,-0.488669,-0.003663,0.653491,0.137805>        
63261 0.062339 <1.854261,9.285234,0.867619,-0.488669,-0.003663,0.657864,0.137805>        
63435 0.062108 <1.870181,9.285234,0.867619,-0.488669,-0.003663,0.655496,0.137805>        
63639 0.061907 <1.870181,9.285234,0.868741,-0.488669,-0.003663,0.659411,0.137805>        
63737 0.061861 <1.875501,9.285234,0.867619,-0.488669,-0.003663,0.657127,0.137805>        
63864 0.061837 <1.868960,9.285234,0.867619,-0.488669,-0.003663,0.656561,0.137805>        
68059 0.061804 <1.868960,9.285234,0.867619,-0.488669,-0.003663,0.656923,0.137805>        
78286 0.061776 <1.871073,9.285234,0.867627,-0.488669,-0.003663,0.656851,0.137805>        
89861 0.061762 <1.877625,9.285234,0.867627,-0.488669,-0.003663,0.657363,0.138024>        
98809 0.061708 <1.866546,9.283677,0.867627,-0.488669,-0.003663,0.654297,0.138024>        
98939 0.061607 <1.864825,9.283677,0.867627,-0.488669,-0.003663,0.656688,0.138112>        

Projection param: <1.865,9.284,0.868,-0.489,-0.004,0.657,0.138>

Home base (m): <0.000,0.000,0.000> (px): <614.000,492.000>
 (polar): <-0.041,0.367>
 (real): <0.066,0.000,-0.004> (error): 0.065992m
 (screen->real): <0.066,0.000,-0.004> (error): 0.065992m

1st base (m): <19.397,0.000,19.397> (px): <824.000,438.000>
 (polar): <0.287,0.217>
 (real): <19.342,0.000,19.406> (error): 0.055422m
 (screen->real): <19.342,0.000,19.406> (error): 0.055422m

2nd base (m): <0.000,0.000,38.793> (px): <631.000,405.000>
 (polar): <-0.014,0.125>
 (real): <0.097,0.000,38.797> (error): 0.096624m
 (screen->real): <0.097,0.000,38.797> (error): 0.096624m

3rd base (m): <-19.397,0.000,19.397> (px): <427.000,436.000>
 (polar): <-0.333,0.211>
 (real): <-19.423,0.000,19.386> (error): 0.028392m
 (screen->real): <-19.423,0.000,19.386> (error): 0.028392m

Test1 (m): <-5.000,0.000,-20.000> (px): <473.000,620.000>
 (polar): <-0.261,0.722>
 (real): <-5.070,0.000,-21.166> (error): 1.168247m
 (screen->real): <-5.070,0.000,-21.166> (error): 1.168247m

Test2 (m): <-25.000,0.000,-10.000> (px): <170.000,538.000>
 (polar): <-0.734,0.494>
 (real): <-26.377,0.000,-14.046> (error): 4.273494m
 (screen->real): <-26.377,0.000,-14.046> (error): 4.273494m

Test3 (m): <35.000,0.000,50.000> (px): <884.000,394.000>
 (polar): <0.381,0.094>
 (real): <35.779,0.000,51.894> (error): 2.047624m
 (screen->real): <35.779,0.000,51.894> (error): 2.047624m

Test4 (m): <-5.000,0.000,12.000> (px): <564.000,454.000>
 (polar): <-0.119,0.261>
 (real): <-4.844,0.000,11.849> (error): 0.216957m
 (screen->real): <-4.844,0.000,11.849> (error): 0.216957m

Average error: 0.994094m
Max error: 4.273494m
